,ID,y,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries
3973,0x332a,0,21.0,1,17856.72,1440.0600000000004,8,6,23,6.0,41,22.0,0.65,8.0
3974,0x332c,0,21.0,1,17856.72,1440.0600000000004,8,6,23,6.0,41,21.0,2.65,8.0
3975,0x332d,0,21.0,1,17856.72,1440.0600000000004,8,6,23,6.0,46,21.0,0.65,8.0
3977,0x332f,0,21.0,1,17856.72,1440.0600000000004,8,6,23,6.0,41,14.0,0.65,10.0
3978,0x3331,0,21.0,1,17856.72,1350.437372182059,8,6,23,6.0,41,21.0,0.65,10.0
3980,0x3337,1,43.0,2,44080.04,3658.336666666666,5,5,10,3.0,17,5.0,7.7,5.0
3981,0x3338,0,43.0,2,44080.04,3563.498770538034,5,5,10,3.0,17,4.0,7.7,5.0
3982,0x3339,0,43.0,2,44080.04,3563.498770538034,5,5,10,3.0,18,5.0,14.7,5.0
3984,0x333b,0,43.0,2,44080.04,3563.498770538034,5,5,10,3.0,17,5.0,10.7,5.0
3985,0x333c,1,43.0,2,44080.04,3563.498770538034,5,5,10,3.0,17,5.0,7.7,5.0
3986,0x333d,1,43.0,2,44080.04,3673.3366666666666,5,5,10,3.0,17,8.0,4.7,5.0
3988,0x3343,1,19.0,8,77519.04,6184.919999999999,6,6,23,7.0,31,16.0,13.57,6.0
3989,0x3344,1,19.0,8,77519.04,6184.919999999999,6,6,23,7.0,29,14.0,16.57,6.0
3990,0x3345,1,19.0,8,77519.04,6459.919999999999,6,6,23,7.0,31,16.0,16.57,6.0
3991,0x3347,1,20.0,8,77519.04,6184.919999999999,6,6,23,7.0,31,16.0,16.57,6.0
3992,0x3348,1,20.0,8,77519.04,6184.919999999999,6,6,23,7.0,31,16.0,16.57,6.0
3993,0x3349,1,20.0,8,77519.04,6184.919999999999,6,6,23,7.0,31,14.0,16.57,6.0
3994,0x334e,1,28.0,8,29281.94,2588.1616666666664,6,7,22,8.0,41,14.0,19.91,10.0
3995,0x3351,0,28.0,8,29281.94,2588.1616666666664,6,7,22,8.0,43,24.0,19.91,10.0
3996,0x3352,0,28.0,8,29281.94,2588.1616666666664,6,7,22,8.0,43,26.0,19.91,15.0
3997,0x3353,0,29.0,8,29281.94,2588.1616666666664,6,7,22,8.0,43,24.0,19.91,15.0
3998,0x3354,1,29.0,8,29281.94,2588.1616666666664,6,7,22,8.0,43,24.0,19.91,15.0
3999,0x3355,1,29.0,8,29281.94,2588.1616666666664,6,7,22,8.0,43,24.0,19.91,15.0
4002,0x335e,0,35.0,11,101954.94,8544.245,1,6,3,4.0,5,7.0,3.79,2.0
4003,0x335f,1,35.0,11,101954.94,8544.245,1,6,3,4.0,6,6.0,3.79,3.0
4004,0x3361,0,35.0,11,101954.94,8544.245,1,6,3,4.0,1,7.0,3.79,3.0
4005,0x3366,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,13,8.0,10.7,1.0
4006,0x3367,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,13,11.0,10.7,1.0
4007,0x3368,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,13,11.0,6.699999999999998,1.0
4008,0x3369,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,13,11.0,10.7,1.0
4009,0x336a,1,34.0,12,87932.96,7206.746666666668,4,3,4,2.0,13,11.0,10.7,1.0
4010,0x336b,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,13,9.0,10.7,3.0
4011,0x336c,1,34.0,8,87932.96,7206.746666666668,4,3,4,2.0,12,13.0,10.7,3.0
4012,0x336d,1,34.0,12,87932.96,7206.746666666668,4,3,4,2.0,13,14.0,9.41,3.0
4013,0x3373,0,48.0,13,31557.73,2629.810833333333,0,5,6,2.0,10,10.0,0.55,1.0
4014,0x3374,1,48.0,13,31557.73,2877.810833333333,0,5,6,2.0,10,12.0,0.55,1.0
4015,0x3375,0,48.0,13,31557.73,2629.810833333333,0,5,6,2.0,5,10.0,0.55,1.0
4016,0x3376,0,48.0,13,31557.73,2877.810833333333,0,5,6,2.0,10,13.0,0.55,5.0
4017,0x3377,0,48.0,13,31557.73,2877.810833333333,0,5,6,2.0,10,12.0,0.55,5.0
4018,0x3378,0,48.0,13,31557.73,2877.810833333333,0,5,6,2.0,10,10.0,0.55,5.0
4019,0x3379,0,48.0,13,31557.73,2877.810833333333,0,5,6,2.0,10,12.0,0.55,5.0
4020,0x337e,0,50.0,3,128390.84,10622.236666666666,4,4,3,3.0,20,1.0,1.86,4.0
4022,0x3380,0,50.0,3,128390.84,10622.236666666666,4,4,3,3.0,20,1.0,1.86,4.0
4023,0x3382,1,51.0,3,128390.84,10622.236666666666,4,4,3,3.0,20,-2.0,1.86,9.0
4024,0x3383,0,51.0,3,128390.84,10622.236666666666,4,4,3,3.0,20,1.0,5.86,9.0
4025,0x3384,0,51.0,12,128390.84,10699.236666666666,4,4,3,3.0,20,1.0,1.86,9.0
4026,0x3385,0,51.0,12,128390.84,10622.236666666666,4,4,3,3.0,20,-2.0,4.86,9.0
4027,0x338a,1,19.0,15,61887.2,5157.266666666666,7,4,13,4.0,18,17.0,0.89,3.0
4028,0x338c,1,20.0,15,61887.2,5157.266666666666,7,4,13,4.0,12,17.0,0.89,3.0
4029,0x338d,1,20.0,15,61887.2,5000.266666666666,7,4,13,4.0,14,17.0,0.89,3.0
4031,0x3390,1,20.0,15,61887.2,5000.266666666666,7,4,13,4.0,9,14.0,0.89,3.0
4032,0x3391,1,20.0,15,61887.2,5000.266666666666,7,4,13,4.0,14,17.0,0.89,3.0
4033,0x3396,0,15.0,11,10320.67,779.0558333333332,8,8,27,4.0,10,19.0,15.58,11.0
4034,0x3397,0,15.0,11,10320.67,860.0558333333333,8,8,27,4.0,10,20.0,15.58,11.0
4036,0x3399,1,15.0,11,10320.67,779.0558333333332,8,8,27,4.0,10,20.0,15.58,11.0
4037,0x339a,1,15.0,11,10320.67,779.0558333333332,8,8,27,4.0,6,20.0,15.58,11.0
4038,0x339b,1,15.0,11,10320.67,860.0558333333333,8,8,27,4.0,10,20.0,15.58,11.0
4039,0x33a2,1,18.0,13,32594.76,2959.23,2,2,11,3.0,11,10.0,7.54,1.0
4040,0x33a3,1,18.0,13,32594.76,2959.23,2,2,11,3.0,11,6.0,5.54,1.0
4041,0x33a5,1,18.0,13,32594.76,2959.23,2,2,11,3.0,8,5.0,7.54,1.0
4042,0x33a6,1,18.0,13,32594.76,2959.23,2,2,11,3.0,11,6.0,7.54,2.0
4043,0x33a7,1,18.0,13,32594.76,2959.23,2,2,11,3.0,15,14.0,7.54,2.0
4045,0x33a9,1,18.0,13,32594.76,2959.23,2,2,11,3.0,11,7.0,9.41,2.0
4046,0x33ae,1,54.0,15,61669.47,5190.1225,3,6,13,0.0,23,18.0,6.94,3.0
4048,0x33b0,1,54.0,15,61669.47,5190.1225,3,6,13,0.0,23,21.0,6.94,3.0
4049,0x33b1,1,54.0,15,61669.47,5139.1225,3,6,13,0.0,23,18.0,3.94,3.0
4050,0x33b2,1,54.0,15,61669.47,5190.1225,3,6,13,0.0,23,20.0,6.94,3.0
4053,0x33b5,1,54.0,15,61669.47,5190.1225,3,6,13,0.0,23,18.0,6.94,6.0
4054,0x33ba,1,34.0,14,34514.51,3067.209166666667,4,6,9,4.0,29,10.0,7.25,3.0
4056,0x33bd,1,34.0,14,34514.51,2876.209166666667,4,6,9,4.0,29,14.0,7.25,3.0
4057,0x33be,1,34.0,14,34514.51,3067.209166666667,4,6,9,4.0,29,10.0,9.41,3.0
4058,0x33bf,1,34.0,14,34514.51,3067.209166666667,4,6,9,4.0,29,8.0,7.25,3.0
4060,0x33c1,0,35.0,14,34514.51,3067.209166666667,4,6,9,4.0,29,10.0,3.25,7.0
4061,0x33c6,1,28.0,13,85589.68,6841.473333333332,8,4,8,4.0,30,7.0,4.29,4.0
4062,0x33c7,1,28.0,13,85589.68,6841.473333333332,8,4,8,4.0,27,9.0,4.29,4.0
4063,0x33ca,1,28.0,13,85589.68,6841.473333333332,8,4,8,4.0,27,9.0,4.29,4.0
4064,0x33cb,1,28.0,13,85589.68,6841.473333333332,8,4,8,4.0,28,7.0,4.29,4.0
4068,0x33d3,0,49.0,15,21053.37,1616.4475,4,4,2,2.0,26,20.0,3.66,1.0
4069,0x33d4,0,49.0,15,21053.37,1616.4475,4,4,2,2.0,26,20.0,3.66,1.0
4070,0x33d5,0,49.0,15,21053.37,1616.4475,4,4,2,2.0,31,20.0,3.66,1.0
4071,0x33d6,0,50.0,15,21053.37,1754.4475,4,4,2,2.0,26,20.0,3.66,1.0
4072,0x33d7,0,50.0,15,21053.37,1616.4475,4,4,2,2.0,26,20.0,-3.34,1.0
4073,0x33d8,0,50.0,15,21053.37,1616.4475,4,4,2,2.0,26,22.0,3.66,1.0
4074,0x33d9,0,50.0,15,21053.37,1616.4475,4,4,2,2.0,30,20.0,1.66,1.0
4076,0x33df,0,32.0,6,14542.1,1211.8416666666667,6,3,33,6.0,22,13.0,14.28,10.0
4077,0x33e0,1,32.0,6,14542.1,1449.841666666667,6,3,33,6.0,21,13.0,9.28,10.0
4079,0x33e2,0,32.0,6,14542.1,1211.8416666666667,6,3,33,6.0,21,13.0,13.28,10.0
4081,0x33e4,0,33.0,6,14542.1,1449.841666666667,6,3,33,6.0,21,13.0,9.28,10.0
4082,0x33e5,0,33.0,6,14542.1,1449.841666666667,6,3,33,6.0,21,13.0,5.279999999999999,10.0
4083,0x33eb,1,40.0,0,111896.16,9324.68,8,7,17,0.0,26,14.0,9.79,5.0
4085,0x33ee,1,40.0,0,111896.16,9571.68,8,7,17,0.0,26,13.0,9.79,10.0
4086,0x33ef,1,40.0,0,111896.16,9571.68,8,7,17,0.0,22,15.0,6.789999999999999,10.0
4087,0x33f0,1,41.0,0,111896.16,9571.68,8,7,17,0.0,26,13.0,9.79,10.0
4088,0x33f1,1,41.0,0,111896.16,9571.68,8,7,17,0.0,26,13.0,9.79,10.0
4091,0x33fa,0,42.0,2,7064.385,393.69875,10,9,19,6.0,55,22.0,24.9,10.0
4092,0x33fb,0,42.0,2,7064.385,393.69875,10,9,19,6.0,55,22.0,24.9,10.0
4093,0x33fc,0,42.0,2,7064.385,393.69875,10,9,19,6.0,50,14.0,24.9,10.0
4094,0x3402,1,35.0,5,72588.99,6049.0825,7,4,19,2.0,22,8.0,11.87,2.0
4095,0x3403,1,35.0,5,72588.99,6242.0825,7,4,19,2.0,24,8.0,11.87,2.0
4096,0x3404,1,35.0,5,72588.99,6049.0825,7,4,19,2.0,22,11.0,11.87,2.0
4097,0x3405,1,35.0,5,72588.99,6049.0825,7,4,19,2.0,22,9.0,11.87,2.0
4098,0x3407,1,35.0,5,72588.99,6242.0825,7,4,19,2.0,24,8.0,11.87,6.0
4100,0x340e,0,25.0,13,60585.08,4977.756666666667,8,6,8,2.0,22,9.0,4.16,4.0
4102,0x3410,0,26.0,13,60585.08,4977.756666666667,8,6,8,2.0,21,10.0,4.16,4.0
4103,0x3411,0,26.0,13,60585.08,4977.756666666667,8,6,8,2.0,22,9.0,4.16,4.0
4104,0x3412,0,26.0,13,60585.08,5048.756666666667,8,6,8,2.0,22,9.0,4.16,4.0
4105,0x3413,0,26.0,13,60585.08,4977.756666666667,8,6,8,2.0,22,11.0,4.16,4.0
4106,0x3414,1,26.0,13,60585.08,4977.756666666667,8,6,8,2.0,22,14.0,4.16,5.0
4107,0x3415,0,26.0,13,60585.08,4977.756666666667,8,6,8,2.0,22,9.0,4.16,5.0
4108,0x341a,0,28.0,11,52949.06999999999,4465.4225,5,3,20,2.0,27,9.0,9.89,5.0
4109,0x341b,0,28.0,11,52949.06999999999,4465.4225,5,3,20,2.0,27,12.0,14.89,5.0
4110,0x341c,0,28.0,12,52949.06999999999,4465.4225,5,3,20,2.0,27,12.0,9.89,5.0
4111,0x341d,0,28.0,11,52949.06999999999,4412.4225,5,3,20,2.0,27,12.0,9.89,7.0
4112,0x341e,0,28.0,11,52949.06999999999,4465.4225,5,3,20,2.0,27,12.0,9.89,7.0
4113,0x341f,0,28.0,11,52949.06999999999,4465.4225,5,3,20,2.0,29,12.0,9.89,7.0
4116,0x3426,0,15.0,6,15444.74,1287.0616666666667,7,7,27,5.0,10,10.0,10.93,4.0
4117,0x3427,0,15.0,6,15444.74,1255.0616666666667,7,7,27,5.0,10,13.0,14.93,4.0
4118,0x3428,0,15.0,6,15444.74,1255.0616666666667,7,7,27,5.0,10,10.0,10.93,4.0
4120,0x342a,0,15.0,6,15444.74,1287.0616666666667,7,7,27,5.0,5,10.0,16.93,4.0
4121,0x342b,0,15.0,6,15444.74,1255.0616666666667,7,7,27,5.0,10,10.0,10.93,4.0
4122,0x342c,0,15.0,6,15444.74,1255.0616666666667,7,7,27,5.0,10,9.0,11.93,4.0
4123,0x342d,0,15.0,6,15444.74,1255.0616666666667,7,7,27,5.0,11,14.0,10.93,4.0
4124,0x3432,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,1.12,1.0
4125,0x3433,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,6.0,1.12,1.0
4126,0x3434,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,1.12,4.0
4127,0x3435,1,49.0,1,28446.58,2370.5483333333336,3,5,5,4.0,3,8.0,1.12,4.0
4128,0x3436,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,-4.88,4.0
4129,0x3437,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,1.12,4.0
4130,0x3438,1,49.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,7.12,4.0
4131,0x3439,1,50.0,1,28446.58,2597.5483333333336,3,5,5,4.0,2,8.0,1.12,4.0
4133,0x343f,1,17.0,14,16532.33,1416.694166666667,5,6,18,7.0,25,11.0,18.01,8.0
4135,0x3442,1,18.0,14,16532.33,1416.694166666667,5,6,18,7.0,28,14.0,18.01,8.0
4136,0x3443,1,18.0,14,16532.33,1377.694166666667,5,6,18,7.0,25,11.0,18.01,8.0
4138,0x3445,1,18.0,14,16532.33,1416.694166666667,5,6,18,7.0,25,14.0,18.01,8.0
4139,0x344a,1,55.0,13,17032.785,1176.39875,0,6,2,3.0,9,9.0,12.86,3.0
4140,0x344b,1,55.0,13,17032.785,1176.39875,0,6,2,3.0,13,11.0,6.86,3.0
4141,0x344c,1,55.0,13,17032.785,1176.39875,0,6,2,3.0,14,9.0,6.86,3.0
4143,0x3451,1,55.0,13,17032.785,1176.39875,0,6,2,3.0,13,7.0,6.86,5.0
4146,0x3458,1,27.0,7,30261.67,2571.8058333333333,3,5,5,3.0,10,16.0,6.48,4.0
4147,0x3459,1,27.0,7,30261.67,2455.479851003874,3,5,5,3.0,12,17.0,6.48,4.0
4148,0x345a,1,28.0,7,30261.67,2455.479851003874,3,5,5,3.0,10,14.0,6.48,4.0
4149,0x345b,1,28.0,7,30261.67,2455.479851003874,3,5,5,3.0,10,14.0,6.48,4.0
4150,0x345c,1,28.0,7,30261.67,2455.479851003874,3,5,5,3.0,9,16.0,9.48,4.0
4152,0x3462,1,17.0,6,35853.56,2852.796666666666,7,5,17,6.0,15,15.0,8.11,12.0
4153,0x3463,1,17.0,6,35853.56,2852.796666666666,7,5,17,6.0,20,14.0,8.11,12.0
4154,0x3464,0,17.0,6,35853.56,2852.796666666666,7,5,17,6.0,15,17.0,8.11,12.0
4155,0x3466,0,17.0,6,35853.56,2852.796666666666,6,4,17,6.0,15,15.0,8.11,14.0
4156,0x3467,0,17.0,6,35853.56,2852.796666666666,6,4,17,6.0,15,14.0,8.11,14.0
4157,0x3468,0,18.0,6,35853.56,2852.796666666666,6,4,17,6.0,15,15.0,8.11,14.0
4158,0x3469,0,18.0,6,35853.56,2987.7966666666666,6,4,17,6.0,15,15.0,8.11,14.0
4159,0x346f,0,36.0,1,52979.4,4366.95,9,8,25,6.0,38,15.0,18.53,9.0
4160,0x3472,0,36.0,1,52979.4,4414.95,9,8,25,6.0,38,14.0,18.53,6.0
4161,0x3473,0,36.0,1,52979.4,4414.95,9,8,25,6.0,38,14.0,24.53,14.0
4162,0x3474,0,36.0,1,52979.4,4366.95,9,8,25,6.0,38,12.0,18.53,14.0
4163,0x3475,0,36.0,1,52979.4,4366.95,9,8,25,6.0,38,16.0,18.53,14.0
4165,0x347c,1,32.0,0,58637.34,4799.445,4,6,10,3.0,9,20.0,12.56,5.0
4166,0x347d,1,32.0,0,58637.34,4799.445,4,6,10,3.0,9,17.0,5.5600000000000005,5.0
4167,0x347e,1,32.0,12,58637.34,4799.445,4,6,10,3.0,9,17.0,12.56,5.0
4169,0x3480,1,32.0,0,58637.34,4799.445,4,6,10,3.0,9,15.0,12.56,5.0
4170,0x3488,0,31.0,14,53106.54,4265.545,9,5,17,5.0,17,13.0,4.61,16.0
4172,0x348a,0,31.0,14,53106.54,4265.545,9,5,17,5.0,17,15.0,4.61,16.0
4174,0x348c,0,31.0,14,53106.54,4265.545,9,5,17,5.0,12,15.0,4.61,6.0
4175,0x348d,0,31.0,14,53106.54,4265.545,9,5,17,5.0,17,15.0,4.61,16.0
4176,0x3493,0,14.0,8,73085.96,6090.496666666667,10,10,29,8.0,33,15.0,5.06,12.0
4177,0x3494,0,14.0,8,73085.96,5947.496666666668,10,10,29,8.0,33,18.0,9.06,12.0
4178,0x3496,0,14.0,8,73085.96,5947.496666666668,10,10,29,8.0,33,15.0,5.06,15.0
4179,0x3497,0,14.0,8,73085.96,5947.496666666668,10,10,29,8.0,33,15.0,5.06,15.0
4181,0x349e,1,52.0,7,32029.98,2588.165,2,5,4,3.0,8,6.0,4.109999999999999,0.0
4182,0x349f,1,53.0,7,32029.98,2669.165,2,5,4,3.0,8,2.0,9.11,0.0
4183,0x34a0,1,53.0,7,32029.98,2588.165,2,5,4,3.0,8,5.0,7.109999999999999,0.0
4184,0x34a1,1,53.0,7,32029.98,2588.165,2,5,4,3.0,11,5.0,9.11,0.0
4186,0x34a4,1,53.0,7,32029.98,2588.165,2,5,4,3.0,8,5.0,9.11,0.0
4187,0x34a5,1,53.0,7,32029.98,2588.165,2,5,4,3.0,8,5.0,11.11,0.0
4190,0x34ac,1,55.0,3,71424.56999999999,5743.0475,4,6,1,4.0,14,18.0,10.35,2.0
4191,0x34ad,1,55.0,3,71424.56999999999,5952.0475,4,6,1,4.0,14,18.0,10.35,2.0
4193,0x34af,1,55.0,3,71424.56999999999,5743.0475,4,6,1,4.0,14,18.0,10.35,2.0
4195,0x34b1,1,55.0,3,71424.56999999999,5743.0475,4,6,1,4.0,14,21.0,10.35,6.0
4197,0x34b7,1,25.0,9,12985.715,1164.142916666667,4,3,15,1.0,5,13.0,5.02,4.0
4198,0x34b8,1,25.0,9,12985.715,1164.142916666667,4,3,15,1.0,0,13.0,11.02,4.0
4199,0x34b9,1,25.0,9,12985.715,1164.142916666667,4,3,15,1.0,5,12.0,11.02,4.0
4201,0x34bb,1,25.0,9,12985.715,1164.142916666667,4,3,15,1.0,5,14.0,11.02,4.0
4203,0x34bd,1,26.0,9,12985.715,1164.142916666667,4,3,15,1.0,5,13.0,11.02,5.0
4204,0x34c2,1,54.0,4,41821.27,3430.105833333333,5,4,11,2.0,1,12.0,9.45,0.0
4206,0x34c5,1,54.0,4,41821.27,3430.105833333333,5,4,11,2.0,1,14.0,9.45,0.0
4208,0x34c7,1,54.0,12,41821.27,3430.105833333333,5,4,11,2.0,1,12.0,9.45,0.0
4209,0x34c9,1,54.0,4,41821.27,3485.105833333333,5,4,11,2.0,1,12.0,9.45,0.0
4210,0x34ce,0,28.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,19.62,9.0
4211,0x34cf,1,28.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,19.62,11.0
4212,0x34d0,0,28.0,5,60116.7,5091.725,5,8,19,7.0,21,13.0,19.62,11.0
4213,0x34d1,0,29.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,19.62,11.0
4214,0x34d2,0,29.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,22.62,11.0
4215,0x34d3,0,29.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,19.62,11.0
4216,0x34d4,0,29.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,12.62,11.0
4217,0x34d5,0,29.0,5,60116.7,5091.725,5,8,19,7.0,19,13.0,19.62,11.0
4218,0x34da,1,40.0,4,96562.8,7911.899999999999,1,1,7,4.0,12,9.0,1.16,4.0
4219,0x34db,1,40.0,4,96562.8,7911.899999999999,1,1,7,4.0,14,14.0,1.16,4.0
4220,0x34dc,1,40.0,4,96562.8,7671.250733745549,1,1,7,4.0,14,12.0,1.16,4.0
4221,0x34dd,1,40.0,4,96562.8,7671.250733745549,1,1,7,4.0,14,12.0,0.1599999999999999,4.0
4222,0x34de,1,40.0,4,96562.8,7671.250733745549,1,1,7,4.0,14,12.0,1.16,4.0
4223,0x34df,1,40.0,4,96562.8,7671.250733745549,1,1,7,4.0,16,13.0,1.16,4.0
4224,0x34e0,1,40.0,4,96562.8,7671.250733745549,1,1,7,4.0,13,12.0,1.16,4.0
4226,0x34e6,0,37.0,4,18721.3,1684.1083333333331,4,5,28,3.0,21,11.0,7.26,5.0
4227,0x34e7,0,37.0,4,18721.3,1684.1083333333331,4,5,28,3.0,18,11.0,11.26,5.0
4228,0x34e8,0,37.0,4,18721.3,1684.1083333333331,4,5,28,3.0,18,14.0,11.26,5.0
4229,0x34e9,1,38.0,4,18721.3,1684.1083333333331,4,5,28,3.0,15,11.0,10.26,5.0
4230,0x34ea,1,38.0,4,18721.3,1684.1083333333331,4,5,28,3.0,18,11.0,11.26,5.0
4232,0x34ed,1,38.0,4,18721.3,1684.1083333333331,4,5,28,3.0,17,11.0,11.26,5.0
4234,0x34f6,0,38.0,15,31633.94,2729.1616666666664,9,6,26,5.0,23,15.0,9.21,8.0
4235,0x34f7,0,38.0,15,31633.94,2729.1616666666664,9,6,26,5.0,27,16.0,9.21,8.0
4236,0x34f8,0,38.0,15,31633.94,2729.1616666666664,9,6,26,5.0,23,16.0,7.210000000000001,8.0
4238,0x350a,1,45.0,5,33928.38,2623.365,4,7,8,5.0,33,20.0,23.62,4.0
4239,0x350b,1,45.0,5,33928.38,2623.365,4,7,8,5.0,28,18.0,18.62,9.0
4240,0x350c,1,45.0,5,33928.38,2548.810683027993,4,7,8,5.0,32,18.0,18.62,9.0
4242,0x350e,1,45.0,5,33928.38,2548.810683027993,4,7,8,5.0,28,18.0,18.62,9.0
4243,0x350f,1,45.0,5,33928.38,2548.810683027993,4,7,8,5.0,32,14.0,22.62,9.0
4244,0x3510,0,46.0,5,33928.38,2548.810683027993,4,7,8,5.0,28,18.0,18.62,9.0
4245,0x3511,0,46.0,5,33928.38,2827.365,4,7,8,5.0,28,17.0,18.62,9.0
4246,0x3516,1,40.0,8,123847.04,10555.586666666666,1,4,7,2.0,5,7.0,11.05,0.0
4247,0x3517,1,40.0,8,123847.04,10320.586666666666,1,4,7,2.0,7,8.0,11.05,0.0
4248,0x3518,1,40.0,8,123847.04,10555.586666666666,1,4,7,2.0,5,10.0,11.05,0.0
4249,0x351a,1,40.0,8,123847.04,10555.586666666666,1,4,7,2.0,5,8.0,11.05,0.0
4250,0x351b,1,40.0,8,123847.04,10555.586666666666,1,4,7,2.0,5,8.0,11.05,0.0
4251,0x351d,1,40.0,8,123847.04,10320.586666666666,1,4,7,2.0,8,8.0,11.05,0.0
4253,0x3523,1,25.0,14,34447.49,2870.6241666666665,5,6,4,4.0,26,8.0,8.71,0.0
4254,0x3524,1,25.0,14,34447.49,2723.6241666666665,5,6,4,4.0,26,9.0,8.71,0.0
4255,0x3526,1,25.0,14,34447.49,2723.6241666666665,5,6,4,4.0,26,8.0,8.71,0.0
4256,0x3527,1,25.0,14,34447.49,2723.6241666666665,5,6,4,4.0,26,8.0,8.71,5.0
4257,0x3528,1,26.0,14,34447.49,2723.6241666666665,5,6,4,4.0,26,7.0,8.71,5.0
4258,0x3529,1,26.0,14,34447.49,2723.6241666666665,5,6,4,4.0,26,14.0,8.71,5.0
4261,0x3530,0,48.0,1,83483.96,6952.996666666668,0,4,11,1.0,14,2.0,4.41,1.0
4263,0x3532,1,48.0,1,83483.96,6952.996666666668,0,4,11,1.0,18,2.0,4.41,1.0
4264,0x3533,1,48.0,1,83483.96,6952.996666666668,0,4,11,1.0,18,5.0,4.41,1.0
4265,0x3534,1,48.0,1,83483.96,6952.996666666668,0,4,11,1.0,14,5.0,4.41,1.0
4267,0x353a,0,42.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,16.0,16.11,9.0
4268,0x353b,0,42.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,16.0,16.11,10.0
4269,0x353c,0,42.0,1,9754.75,526.8958333333334,7,6,21,6.0,31,16.0,16.11,10.0
4270,0x353d,1,42.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,17.0,16.11,10.0
4271,0x353e,1,42.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,16.0,16.11,10.0
4272,0x353f,1,43.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,16.0,16.11,10.0
4273,0x3540,1,43.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,14.0,16.11,10.0
4274,0x3541,1,43.0,1,9754.75,526.8958333333334,7,6,21,6.0,28,16.0,16.11,10.0
4277,0x3548,1,28.0,10,50173.54,4323.128333333333,6,4,11,3.0,19,14.0,5.09,1.0
4278,0x3549,0,28.0,10,50173.54,4323.128333333333,6,4,11,3.0,19,14.0,5.09,5.0
4279,0x354a,0,28.0,10,50173.54,4323.128333333333,6,4,11,3.0,14,14.0,5.09,5.0
4280,0x354b,0,28.0,10,50173.54,4323.128333333333,6,4,11,3.0,19,14.0,5.09,5.0
4281,0x354c,0,28.0,10,50173.54,4323.128333333333,6,4,11,3.0,19,14.0,5.09,5.0
4284,0x3553,1,31.0,1,15627.72,1027.31,6,6,15,3.0,30,10.0,10.06,0.0
4285,0x3554,1,31.0,1,15627.72,1027.31,6,6,15,3.0,30,10.0,10.06,0.0
4286,0x3555,1,31.0,1,15627.72,1027.31,6,6,15,3.0,30,10.0,5.0600000000000005,4.0
4287,0x3557,1,31.0,1,15627.72,1027.31,6,6,15,3.0,30,10.0,10.06,4.0
4290,0x355f,1,38.0,6,97575.9,7850.325,7,4,15,2.0,7,14.0,2.39,1.0
4291,0x3560,1,38.0,6,97575.9,7850.325,7,4,15,2.0,7,18.0,2.39,1.0
4292,0x3561,1,38.0,6,97575.9,7850.325,7,4,15,2.0,7,19.0,2.39,1.0
4293,0x3562,1,38.0,6,97575.9,7850.325,7,4,15,2.0,8,18.0,2.39,1.0
4294,0x3563,1,39.0,6,97575.9,7850.325,7,4,15,2.0,7,18.0,2.39,6.0
4295,0x3564,1,39.0,6,97575.9,7850.325,7,4,15,2.0,7,18.0,2.39,6.0
4296,0x356a,1,37.0,1,64397.88,5240.49,7,5,11,0.0,21,18.0,14.43,6.0
4297,0x356b,1,37.0,1,64397.88,5240.49,7,5,11,0.0,21,18.0,19.43,7.0
4299,0x356d,1,37.0,1,64397.88,5240.49,7,5,11,0.0,21,15.0,26.43,7.0
4300,0x356e,1,37.0,1,64397.88,5240.49,7,5,11,0.0,21,15.0,19.43,7.0
4301,0x356f,1,37.0,1,64397.88,5240.49,7,5,11,0.0,20,17.0,19.43,7.0
4302,0x3571,1,37.0,1,64397.88,5240.49,7,5,11,0.0,21,15.0,19.43,11.0
