,ID,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,y
3624,0x3097,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,25,14.0,4.93,12.0,0
3625,0x3098,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,25,14.0,4.93,12.0,0
3626,0x309a,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,25,18.0,4.93,12.0,1
3627,0x309b,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,25,18.0,4.93,17.0,0
3628,0x309c,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,20,19.0,4.93,17.0,0
3629,0x309d,42.0,13,14144.48,1206.7066666666667,7,9,16,6.0,25,18.0,4.93,17.0,0
3630,0x30a2,54.0,0,122008.59,10084.3825,2,7,7,0.0,16,8.0,4.95,1.0,2
3631,0x30a4,55.0,12,122008.59,10084.3825,2,7,7,0.0,15,8.0,4.95,1.0,2
3632,0x30a5,55.0,0,122008.59,10084.3825,2,7,7,0.0,15,8.0,4.95,1.0,2
3633,0x30a6,55.0,12,122008.59,10167.3825,2,7,7,0.0,18,6.0,4.95,1.0,2
3634,0x30a8,55.0,0,122008.59,10167.3825,2,7,7,0.0,15,8.0,7.95,1.0,2
3635,0x30a9,55.0,0,122008.59,10167.3825,2,7,7,0.0,15,8.0,8.95,2.0,2
3636,0x30b1,44.0,13,11956.285,1127.357083333333,6,6,11,4.0,28,12.0,13.75,6.0,1
3637,0x30b2,44.0,13,11956.285,1127.357083333333,6,6,11,4.0,28,9.0,25.75,7.0,1
3638,0x30b3,44.0,13,11956.285,1127.357083333333,6,6,11,4.0,28,13.0,20.75,7.0,1
3639,0x30b4,44.0,13,11956.285,1127.357083333333,6,6,11,4.0,26,12.0,19.75,7.0,1
3640,0x30b5,44.0,13,11956.285,1127.357083333333,6,6,11,4.0,30,12.0,19.75,7.0,1
3642,0x30bb,38.0,12,20949.58,1963.7983333333327,4,5,8,1.0,25,16.0,16.25,3.0,1
3643,0x30bc,38.0,7,20949.58,1963.7983333333327,4,5,8,1.0,25,16.0,13.25,3.0,1
3644,0x30bd,39.0,7,20949.58,1963.7983333333327,4,5,8,1.0,30,16.0,16.25,3.0,1
3645,0x30be,39.0,7,20949.58,1963.7983333333327,4,5,8,1.0,25,15.0,16.25,6.0,1
3646,0x30bf,39.0,7,20949.58,1963.7983333333327,4,5,8,1.0,26,16.0,16.25,6.0,1
3647,0x30c0,39.0,7,20949.58,1963.7983333333327,4,5,8,1.0,23,16.0,16.25,6.0,1
3648,0x30c1,39.0,7,20949.58,1963.7983333333327,4,5,8,1.0,24,15.0,16.25,6.0,1
3649,0x30c7,34.0,9,18096.155,1338.0129166666666,3,6,18,3.0,8,19.0,12.83,4.0,1
3650,0x30c8,34.0,9,18096.155,1338.0129166666666,3,6,18,3.0,6,19.0,12.83,8.0,1
3652,0x30ca,34.0,9,18096.155,1508.0129166666666,3,6,18,3.0,8,19.0,12.83,8.0,1
3653,0x30cb,34.0,9,18096.155,1338.0129166666666,3,6,18,3.0,8,16.0,12.83,8.0,1
3655,0x30cd,34.0,9,18096.155,1508.0129166666666,3,6,18,3.0,8,19.0,6.83,8.0,1
3656,0x30d2,23.0,9,37788.3,3097.025,3,4,9,2.0,13,1.0,1.4,4.0,2
3658,0x30d4,23.0,9,37788.3,3097.025,3,4,9,2.0,13,1.0,1.4,4.0,2
3659,0x30d5,23.0,9,37788.3,3097.025,3,4,9,2.0,18,1.0,1.4,4.0,2
3660,0x30d7,24.0,9,37788.3,3097.025,3,4,9,2.0,18,1.0,1.4,4.0,2
3662,0x30d9,24.0,9,37788.3,3097.025,3,4,9,2.0,13,1.0,1.4,8.0,2
3663,0x30de,33.0,2,120955.92,10021.66,2,7,4,1.0,28,5.0,7.96,3.0,1
3665,0x30e0,34.0,2,120955.92,10021.66,2,7,4,1.0,28,8.0,5.96,3.0,1
3666,0x30e1,34.0,2,120955.92,10079.66,2,7,4,1.0,28,7.0,5.96,3.0,0
3667,0x30e2,34.0,2,120955.92,10021.66,2,7,4,1.0,28,7.0,5.96,3.0,0
3668,0x30e3,34.0,2,120955.92,10079.66,2,7,4,1.0,28,9.0,5.96,8.0,0
3669,0x30e4,34.0,12,120955.92,10079.66,2,7,4,1.0,28,7.0,5.96,8.0,1
3670,0x30e5,34.0,2,120955.92,10079.66,2,7,4,1.0,28,8.0,5.96,8.0,0
3671,0x30ec,20.0,12,27983.07,2331.9225,4,7,2,2.0,6,12.0,4.36,1.0,1
3672,0x30ed,20.0,1,27983.07,2497.9225,4,7,2,2.0,1,15.0,6.36,1.0,1
3674,0x30ef,20.0,1,27983.07,2331.9225,4,7,2,2.0,6,15.0,8.36,1.0,1
3676,0x30f1,20.0,12,27983.07,2497.9225,4,7,2,2.0,6,15.0,-1.6399999999999997,2.0,1
3677,0x30f6,46.0,12,56987.92,4626.993333333333,4,5,7,1.0,0,5.0,11.07,4.0,2
3678,0x30f7,46.0,5,56987.92,4626.993333333333,4,5,7,1.0,0,3.0,8.07,4.0,2
3679,0x30f8,46.0,5,56987.92,4626.993333333333,4,5,7,1.0,0,1.0,8.07,4.0,2
3680,0x30f9,46.0,5,56987.92,4748.993333333333,4,5,7,1.0,-4,3.0,8.07,4.0,1
3682,0x30fb,47.0,5,56987.92,4626.993333333333,4,5,7,1.0,0,4.0,8.07,4.0,1
3683,0x30fc,47.0,5,56987.92,4748.993333333333,4,5,7,1.0,0,2.0,8.07,4.0,1
3684,0x3102,24.0,10,50552.34,4197.695,8,7,17,1.0,33,12.0,10.42,6.0,1
3686,0x3104,24.0,10,50552.34,4212.695,8,7,17,1.0,30,12.0,10.42,6.0,1
3687,0x3105,24.0,10,50552.34,4197.695,8,7,17,1.0,30,12.0,10.42,6.0,1
3688,0x3107,25.0,12,50552.34,4212.695,8,7,17,1.0,30,12.0,10.42,6.0,1
3689,0x3108,25.0,10,50552.34,4212.695,8,7,17,1.0,30,12.0,13.42,6.0,1
3690,0x3109,25.0,10,50552.34,4197.695,8,7,17,1.0,30,12.0,14.42,6.0,1
3691,0x310e,30.0,8,16838.82,1398.235,10,8,19,9.0,16,20.0,18.02,10.0,1
3692,0x310f,30.0,8,16838.82,1398.235,10,8,19,9.0,16,19.0,18.02,10.0,1
3693,0x3110,30.0,8,16838.82,1398.235,10,8,19,9.0,16,19.0,18.02,10.0,1
3694,0x3111,30.0,8,16838.82,1403.235,10,8,19,9.0,16,18.0,24.02,10.0,2
3695,0x3112,31.0,8,16838.82,1398.235,10,8,19,9.0,16,14.0,23.02,10.0,1
3696,0x3113,31.0,8,16838.82,1398.235,10,8,19,9.0,16,14.0,18.02,10.0,2
3697,0x3114,31.0,12,16838.82,1403.235,10,8,19,9.0,15,22.0,18.02,10.0,1
3700,0x311b,14.0,9,90592.02,7433.335,4,7,18,4.0,27,19.0,15.11,8.0,1
3701,0x311c,14.0,9,90592.02,7433.335,4,7,18,4.0,27,20.0,15.11,8.0,1
3702,0x311d,14.0,9,90592.02,7433.335,4,7,18,4.0,23,22.0,22.11,8.0,2
3703,0x311e,14.0,9,90592.02,7433.335,4,7,18,4.0,27,23.0,15.11,8.0,2
3704,0x311f,15.0,9,90592.02,7433.335,4,7,18,4.0,27,20.0,15.11,8.0,2
3706,0x3121,15.0,12,90592.02,7549.335,4,7,18,4.0,27,20.0,19.11,8.0,2
3708,0x3127,29.0,1,29695.58,2474.6316666666667,8,3,3,0.0,5,15.0,7.46,0.0,1
3709,0x3128,29.0,1,29695.58,2601.6316666666667,8,3,3,0.0,5,18.0,7.46,3.0,2
3710,0x3129,29.0,1,29695.58,2601.6316666666667,8,3,3,0.0,5,12.0,7.46,3.0,1
3711,0x312a,29.0,1,29695.58,2601.6316666666667,8,3,3,0.0,5,15.0,7.46,3.0,1
3712,0x312b,30.0,1,29695.58,2601.6316666666667,8,3,3,0.0,5,17.0,7.46,3.0,2
3714,0x312d,30.0,1,29695.58,2601.6316666666667,8,3,3,0.0,8,15.0,7.46,3.0,2
3715,0x3132,21.0,13,85667.7,6966.974999999999,2,2,7,0.0,14,11.0,5.6,3.0,2
3716,0x3133,22.0,13,85667.7,6966.974999999999,2,2,7,0.0,15,11.0,5.6,3.0,2
3718,0x3135,22.0,13,85667.7,6966.974999999999,2,2,7,0.0,14,8.0,5.6,3.0,2
3719,0x3137,22.0,13,85667.7,6966.974999999999,2,2,7,0.0,14,13.0,5.6,6.0,2
3720,0x3138,22.0,13,85667.7,6966.974999999999,2,2,7,0.0,14,11.0,5.6,3.0,2
3722,0x3141,39.0,11,83386.52,7081.876666666668,10,6,23,7.0,36,14.0,20.3,6.0,1
3723,0x3143,39.0,11,83386.52,7081.876666666668,10,6,23,7.0,36,22.0,22.3,8.0,1
3724,0x3144,39.0,12,83386.52,7081.876666666668,10,6,23,7.0,31,24.0,22.3,8.0,1
3726,0x314b,36.0,0,10299.565,712.2970833333335,5,9,28,2.0,20,16.0,8.5,8.0,0
3727,0x314c,36.0,0,10299.565,858.2970833333334,5,9,28,2.0,24,16.0,8.5,8.0,0
3728,0x314d,36.0,0,10299.565,712.2970833333335,5,9,28,2.0,25,16.0,12.5,8.0,0
3729,0x314e,36.0,0,10299.565,712.2970833333335,5,9,28,2.0,25,16.0,8.5,8.0,0
3730,0x314f,36.0,0,10299.565,712.2970833333335,5,9,28,2.0,27,16.0,8.5,8.0,1
3731,0x3150,36.0,0,10299.565,858.2970833333334,5,9,28,2.0,24,16.0,8.5,8.0,1
3733,0x3158,24.0,7,73871.92,6037.442095540957,8,10,33,7.0,17,13.0,10.6,15.0,0
3734,0x315a,24.0,7,73871.92,6037.442095540957,8,10,33,7.0,17,12.0,10.6,15.0,1
3735,0x315b,24.0,7,73871.92,6037.442095540957,8,10,33,7.0,14,10.0,10.6,15.0,1
3736,0x315c,24.0,7,73871.92,6037.442095540957,8,10,33,7.0,17,12.0,10.6,15.0,1
3739,0x3163,19.0,14,29353.04,2446.0866666666666,6,9,23,6.0,47,23.0,1.0599999999999996,8.0,0
3740,0x3165,19.0,14,29353.04,2282.0866666666666,6,9,23,6.0,49,22.0,6.06,8.0,0
3741,0x3167,19.0,14,29353.04,2282.0866666666666,6,9,23,6.0,45,23.0,6.06,8.0,0
3742,0x3168,19.0,14,29353.04,2282.0866666666666,6,9,23,6.0,45,25.0,6.06,8.0,0
3745,0x3170,40.0,6,43700.61,3574.7175,0,7,5,2.0,2,11.0,5.57,8.0,2
3746,0x3171,40.0,6,43700.61,3574.7175,0,7,5,2.0,-2,11.0,7.57,8.0,2
3747,0x3172,40.0,6,43700.61,3574.7175,0,7,5,2.0,2,11.0,5.57,8.0,2
3748,0x3173,40.0,6,43700.61,3574.7175,0,7,5,2.0,2,11.0,5.57,8.0,2
3749,0x3174,40.0,6,43700.61,3574.7175,0,7,5,2.0,2,11.0,5.57,8.0,2
3750,0x317a,29.0,4,16471.35,1211.6125,3,8,21,4.0,7,17.0,15.77,12.0,0
3751,0x317b,29.0,4,16471.35,1211.6125,3,8,21,4.0,8,18.0,16.77,12.0,0
3752,0x317c,29.0,4,16471.35,1211.6125,3,8,21,4.0,9,17.0,18.77,15.0,0
3753,0x317d,29.0,4,16471.35,1372.6125,3,8,21,4.0,9,17.0,15.77,15.0,0
3754,0x317e,29.0,4,16471.35,1211.6125,3,8,21,4.0,8,14.0,9.41,15.0,1
3755,0x317f,29.0,4,16471.35,1211.6125,3,8,21,4.0,8,17.0,15.77,15.0,0
3756,0x3180,29.0,12,16471.35,1211.6125,3,8,21,4.0,8,17.0,15.77,15.0,0
3757,0x3181,29.0,4,16471.35,1211.6125,3,8,21,4.0,10,17.0,15.77,15.0,1
3760,0x3188,23.0,10,65187.34,5161.278333333333,6,6,8,3.0,23,8.0,5.38,1.0,1
3763,0x318c,23.0,10,65187.34,5161.278333333333,6,6,8,3.0,23,9.0,5.38,6.0,1
3764,0x318d,23.0,10,65187.34,5161.278333333333,6,6,8,3.0,23,9.0,5.38,1.0,1
3765,0x3192,40.0,15,29661.64,2471.8033333333333,6,6,11,7.0,20,17.0,12.5,6.0,1
3767,0x3195,40.0,15,29661.64,2377.8033333333333,6,6,11,7.0,20,16.0,12.5,6.0,1
3768,0x3196,40.0,15,29661.64,2377.8033333333333,6,6,11,7.0,20,16.0,12.5,10.0,1
3769,0x319e,23.0,12,101912.13,8503.6775,5,1,4,0.0,5,3.0,4.83,2.0,2
3770,0x319f,23.0,15,101912.13,8503.6775,5,1,4,0.0,5,0.0,9.41,2.0,2
3771,0x31a0,24.0,15,101912.13,8503.6775,5,1,4,0.0,5,14.0,2.83,2.0,2
3772,0x31a1,24.0,15,101912.13,8503.6775,5,1,4,0.0,5,14.0,5.83,6.0,2
3773,0x31a2,24.0,15,101912.13,8503.6775,4,0,4,0.0,5,2.0,4.83,2.0,2
3775,0x31a5,24.0,15,101912.13,8503.6775,4,0,4,0.0,5,3.0,4.83,2.0,2
3776,0x31aa,40.0,1,65454.42,5205.535,4,4,17,1.0,26,12.0,11.82,0.0,1
3777,0x31ab,40.0,1,65454.42,5454.535,4,4,17,1.0,23,12.0,11.82,0.0,1
3778,0x31ad,40.0,1,65454.42,5205.535,4,4,17,1.0,26,12.0,11.82,0.0,1
3779,0x31ae,40.0,1,65454.42,5205.535,4,4,17,1.0,26,12.0,11.82,0.0,1
3780,0x31af,40.0,1,65454.42,5454.535,4,4,17,1.0,26,12.0,11.82,0.0,1
3783,0x31b8,42.0,9,20397.26,1699.7716666666663,4,4,7,2.0,19,11.0,11.16,8.0,1
3784,0x31b9,42.0,9,20397.26,1670.7716666666663,4,4,7,2.0,19,9.0,11.16,8.0,1
3785,0x31ba,42.0,12,20397.26,1699.7716666666663,4,4,7,2.0,19,14.0,11.16,8.0,1
3787,0x31bc,43.0,9,20397.26,1670.7716666666663,4,4,7,2.0,19,11.0,11.16,8.0,1
3788,0x31bd,43.0,9,20397.26,1670.7716666666663,4,4,7,2.0,19,11.0,11.16,8.0,1
3789,0x31c2,18.0,3,38760.82,3310.068333333333,1,2,11,3.0,11,8.0,6.74,4.0,2
3790,0x31c3,18.0,3,38760.82,3310.068333333333,1,2,11,3.0,11,8.0,6.74,4.0,2
3791,0x31c4,18.0,3,38760.82,3310.068333333333,1,2,11,3.0,11,8.0,6.74,4.0,2
3794,0x31c8,19.0,3,38760.82,3310.068333333333,1,2,11,3.0,11,14.0,6.74,4.0,2
3795,0x31c9,19.0,12,38760.82,3230.068333333333,1,2,11,3.0,11,14.0,6.74,4.0,2
3796,0x31ce,38.0,1,37131.02,3307.251666666666,5,7,8,1.0,6,4.0,10.3,2.0,1
3797,0x31cf,38.0,1,37131.02,3094.2516666666666,5,7,8,1.0,6,4.0,10.3,7.0,2
3798,0x31d0,38.0,1,37131.02,3307.251666666666,5,7,8,1.0,6,4.0,9.41,7.0,2
3799,0x31d3,38.0,1,37131.02,3307.251666666666,5,7,8,1.0,6,3.0,10.3,7.0,2
3800,0x31d4,38.0,1,37131.02,3307.251666666666,5,7,8,1.0,4,4.0,10.3,7.0,2
3801,0x31d5,38.0,1,37131.02,3307.251666666666,5,7,8,1.0,8,4.0,10.3,7.0,1
3802,0x31da,23.0,8,140254.28,11655.856666666668,5,5,7,3.0,9,12.0,6.7,4.0,2
3803,0x31dc,23.0,12,140254.28,11655.856666666668,5,5,7,3.0,9,15.0,6.7,4.0,1
3804,0x31de,23.0,8,140254.28,11655.856666666668,5,5,7,3.0,9,11.0,6.7,4.0,2
3805,0x31df,23.0,8,140254.28,11687.856666666668,5,5,7,3.0,7,11.0,6.7,4.0,2
3806,0x31e0,23.0,8,140254.28,11655.856666666668,5,5,7,3.0,11,12.0,6.7,4.0,2
3807,0x31e1,23.0,8,140254.28,11655.856666666668,5,5,7,3.0,7,12.0,6.7,4.0,2
3809,0x31e7,44.0,11,21484.035,2073.3362500000007,5,3,8,3.0,25,12.0,1.08,4.0,0
3811,0x31ea,44.0,11,21484.035,2073.3362500000007,5,3,8,3.0,25,14.0,1.08,4.0,0
3812,0x31eb,44.0,11,21484.035,2073.3362500000007,5,3,8,3.0,30,11.0,1.08,4.0,1
3813,0x31ec,45.0,11,21484.035,2073.3362500000007,5,3,8,3.0,25,12.0,1.08,4.0,0
3814,0x31f2,22.0,14,17750.19,1327.1825,9,10,28,7.0,21,23.0,28.47,12.0,1
3815,0x31f4,22.0,14,17750.19,1327.1825,9,10,28,7.0,22,24.0,28.47,15.0,0
3816,0x31f5,22.0,14,17750.19,1327.1825,9,10,28,7.0,21,23.0,28.47,15.0,0
3817,0x31f6,22.0,14,17750.19,1327.1825,9,10,28,7.0,25,14.0,28.47,15.0,0
3818,0x31f9,23.0,14,17750.19,1327.1825,9,10,28,7.0,21,21.0,28.47,15.0,1
3819,0x31fe,35.0,10,21145.595,1604.132916666667,2,7,4,1.0,6,7.0,8.14,1.0,0
3820,0x3201,35.0,10,21145.595,1604.132916666667,2,7,4,1.0,6,4.0,8.14,1.0,0
3823,0x3205,36.0,10,21145.595,1604.132916666667,2,7,4,1.0,8,7.0,8.14,1.0,0
3824,0x320a,20.0,14,125491.64,10517.636666666667,1,3,5,3.0,5,7.0,-1.13,4.0,1
3825,0x320c,20.0,14,125491.64,10517.636666666667,1,3,5,3.0,2,10.0,1.87,4.0,2
3826,0x320e,20.0,14,125491.64,10517.636666666667,1,3,5,3.0,5,5.0,9.41,4.0,2
3829,0x3211,21.0,14,125491.64,10517.636666666667,1,3,5,3.0,7,7.0,2.87,4.0,2
3830,0x3216,35.0,2,36722.84,2820.236666666666,6,5,10,4.0,12,9.0,11.68,1.0,1
3831,0x3217,36.0,2,36722.84,2820.236666666666,6,5,10,4.0,7,8.0,11.68,1.0,0
3832,0x3218,36.0,2,36722.84,2820.236666666666,6,5,10,4.0,7,9.0,16.68,1.0,0
3833,0x321b,36.0,2,36722.84,2820.236666666666,6,5,10,4.0,7,9.0,11.68,1.0,0
3834,0x321c,36.0,12,36722.84,2820.236666666666,6,5,10,4.0,7,12.0,11.68,3.0,0
3835,0x321d,36.0,2,36722.84,2820.236666666666,6,5,10,4.0,3,9.0,11.68,3.0,0
3836,0x3222,28.0,11,15687.44,1036.2866666666666,6,4,21,4.0,8,23.0,17.82,7.0,0
3837,0x3223,28.0,11,15687.44,1036.2866666666666,6,4,21,4.0,11,20.0,17.82,7.0,0
3839,0x3226,28.0,11,15687.44,1036.2866666666666,6,4,21,4.0,11,20.0,17.82,8.0,0
3841,0x3228,28.0,11,15687.44,1036.2866666666666,6,4,21,4.0,14,20.0,9.41,6.0,0
3842,0x3229,28.0,11,15687.44,1036.2866666666666,6,4,21,4.0,11,19.0,18.82,8.0,1
3844,0x322f,42.0,12,7304.925,780.74375,7,8,32,8.0,42,17.0,24.07,9.0,0
3845,0x3230,42.0,7,7304.925,608.74375,7,8,32,8.0,42,20.0,24.07,9.0,1
3846,0x3231,42.0,7,7304.925,780.74375,7,8,32,8.0,42,14.0,27.07,9.0,1
3847,0x3233,43.0,7,7304.925,608.74375,7,8,32,8.0,42,18.0,24.07,9.0,0
3849,0x323a,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,19.0,27.7,12.0,1
3851,0x323c,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,14.0,27.7,14.0,0
3852,0x323d,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,16.0,27.7,14.0,1
3853,0x323e,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,16.0,27.7,14.0,1
3854,0x323f,20.0,6,18921.78,1576.8149999999998,6,9,29,6.0,29,15.0,27.7,14.0,1
3855,0x3240,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,16.0,27.7,14.0,0
3856,0x3241,20.0,6,18921.78,1403.8149999999996,6,9,29,6.0,27,16.0,21.7,14.0,0
3858,0x3248,33.0,1,122942.28,10205.19,2,3,3,1.0,8,4.0,4.88,2.0,2
3859,0x3249,33.0,12,122942.28,10205.19,2,3,3,1.0,7,5.0,4.88,2.0,2
3860,0x324a,33.0,1,122942.28,10245.19,2,3,3,1.0,8,2.0,4.88,2.0,2
3861,0x324b,33.0,1,122942.28,10205.19,2,3,3,1.0,8,4.0,4.88,2.0,2
3863,0x3252,25.0,4,42021.7,3501.808333333333,8,7,3,4.0,17,12.0,10.93,0.0,1
3864,0x3253,25.0,4,42021.7,3501.808333333333,8,7,3,4.0,19,12.0,10.93,4.0,1
3865,0x3254,25.0,4,42021.7,3386.808333333333,8,7,3,4.0,14,12.0,10.93,4.0,1
3866,0x3256,25.0,4,42021.7,3501.808333333333,8,7,3,4.0,17,12.0,10.93,4.0,1
3867,0x3257,25.0,4,42021.7,3386.808333333333,8,7,3,4.0,21,14.0,4.93,4.0,1
3868,0x3258,26.0,4,42021.7,3386.808333333333,8,7,3,4.0,17,12.0,10.93,4.0,1
3869,0x3259,26.0,4,42021.7,3386.808333333333,8,7,3,4.0,17,12.0,10.93,4.0,1
3870,0x325e,16.0,10,85915.31999999999,7231.61,6,7,13,4.0,10,20.0,14.51,4.0,1
3871,0x325f,16.0,10,85915.31999999999,7231.61,6,7,13,4.0,8,19.0,14.51,4.0,1
3872,0x3260,16.0,10,85915.31999999999,7231.61,6,7,13,4.0,10,20.0,7.51,6.0,1
3873,0x3261,16.0,10,85915.31999999999,7231.61,6,7,13,4.0,10,20.0,14.51,6.0,1
3874,0x3263,16.0,10,85915.31999999999,7159.61,6,7,13,4.0,9,20.0,14.51,6.0,1
3878,0x326b,28.0,9,142177.84,11947.153333333335,5,1,12,3.0,12,8.0,2.41,2.0,2
3880,0x326d,28.0,9,142177.84,11848.153333333334,5,1,12,3.0,14,7.0,2.41,2.0,2
3881,0x326e,28.0,9,142177.84,11947.153333333335,5,1,12,3.0,14,7.0,-4.59,2.0,2
3882,0x326f,28.0,9,142177.84,11947.153333333335,5,1,12,3.0,18,7.0,2.41,2.0,1
3883,0x3270,28.0,9,142177.84,11947.153333333335,5,1,12,3.0,14,6.0,2.41,2.0,1
3884,0x3271,29.0,12,142177.84,11947.153333333335,5,1,12,3.0,19,7.0,2.41,2.0,1
3885,0x3276,47.0,14,27814.63,2061.8858333333333,3,3,12,1.0,15,14.0,8.75,3.0,0
3886,0x3278,47.0,14,27814.63,2061.8858333333333,3,3,12,1.0,17,14.0,8.75,3.0,0
3888,0x327a,47.0,14,27814.63,2061.8858333333333,3,3,12,1.0,17,14.0,2.75,3.0,0
3889,0x327c,47.0,14,27814.63,2061.8858333333333,3,3,12,1.0,17,14.0,8.75,6.0,0
3890,0x327d,47.0,14,27814.63,2061.8858333333333,3,3,12,1.0,17,14.0,8.75,6.0,0
3892,0x3283,34.0,4,49995.18000000001,4166.265,8,6,22,6.0,21,18.0,9.54,8.0,0
3893,0x3284,34.0,4,49995.18000000001,4382.265,8,6,22,6.0,20,18.0,9.54,8.0,0
3894,0x3285,34.0,4,49995.18000000001,4382.265,8,6,22,6.0,20,19.0,9.54,10.0,0
3896,0x3288,34.0,4,49995.18000000001,4382.265,8,6,22,6.0,20,18.0,9.54,10.0,0
3897,0x3289,34.0,4,49995.18000000001,4382.265,8,6,22,6.0,20,18.0,8.54,10.0,0
3898,0x328e,29.0,14,34480.2,2691.35,7,4,5,0.0,28,11.0,5.85,4.0,1
3899,0x3290,29.0,14,34480.2,2691.35,7,4,5,0.0,30,14.0,2.85,4.0,1
3900,0x3291,29.0,14,34480.2,2691.35,7,4,5,0.0,30,11.0,2.85,4.0,1
3901,0x3293,29.0,14,34480.2,2691.35,7,4,5,0.0,30,14.0,2.85,6.0,1
3902,0x3295,30.0,14,34480.2,2691.35,7,4,5,0.0,31,11.0,9.85,6.0,1
3903,0x329c,55.0,3,130688.56,11134.713333333331,0,2,2,0.0,12,6.0,6.31,6.0,2
3904,0x329d,55.0,3,130688.56,11134.713333333331,0,2,2,0.0,12,6.0,4.31,5.0,2
3906,0x329f,55.0,3,130688.56,11134.713333333331,0,2,2,0.0,12,14.0,4.31,5.0,1
3912,0x32a9,30.0,2,15656.82,1304.735,8,10,18,6.0,32,16.0,0.88,9.0,1
3913,0x32ac,30.0,12,15656.82,1304.735,8,10,18,6.0,28,16.0,9.41,9.0,0
3914,0x32ad,30.0,2,15656.82,1557.735,8,10,18,6.0,32,16.0,0.88,14.0,0
3915,0x32b2,14.0,12,30118.94,2473.9116666666664,6,6,34,3.0,26,25.0,7.16,11.0,0
3917,0x32b4,15.0,4,30118.94,2473.9116666666664,6,6,34,3.0,24,22.0,7.16,11.0,0
3918,0x32b5,15.0,4,30118.94,2473.9116666666664,6,6,34,3.0,26,25.0,4.16,11.0,0
3920,0x32b9,15.0,4,30118.94,2509.9116666666664,6,6,34,3.0,31,22.0,12.16,15.0,0
3921,0x32cb,52.0,15,20871.42,1522.285,2,2,2,3.0,13,14.0,6.869999999999999,4.0,2
3922,0x32cc,52.0,15,20871.42,1522.285,2,2,2,3.0,13,-1.0,9.87,4.0,2
3923,0x32cf,52.0,15,20871.42,1522.285,2,2,2,3.0,13,0.0,7.869999999999999,4.0,1
3924,0x32d0,52.0,15,20871.42,1522.285,2,2,2,3.0,14,14.0,16.869999999999994,4.0,1
3925,0x32d1,52.0,15,20871.42,1522.285,2,2,2,3.0,13,2.0,9.87,4.0,1
3926,0x32d6,43.0,15,30257.02,2605.418333333333,10,6,33,5.0,51,22.0,14.83,9.0,0
3927,0x32d8,43.0,15,30257.02,2605.418333333333,10,6,33,5.0,51,22.0,14.83,9.0,0
3929,0x32da,43.0,15,30257.02,2521.418333333333,10,6,33,5.0,51,21.0,14.83,9.0,0
3930,0x32db,43.0,15,30257.02,2605.418333333333,10,6,33,5.0,51,22.0,14.83,9.0,0
3932,0x32dd,43.0,15,30257.02,2605.418333333333,10,6,33,5.0,46,22.0,14.83,14.0,0
3933,0x32e3,25.0,13,28406.16,2371.18,2,4,2,0.0,21,5.0,10.23,4.0,0
3934,0x32e4,25.0,13,28406.16,2371.18,2,4,2,0.0,22,5.0,10.23,4.0,0
3936,0x32e6,25.0,13,28406.16,2371.18,2,4,2,0.0,22,3.0,10.23,4.0,1
3937,0x32e7,25.0,13,28406.16,2371.18,2,4,2,0.0,22,5.0,10.23,4.0,0
3938,0x32e8,25.0,13,28406.16,2371.18,2,4,2,0.0,22,3.0,10.23,4.0,1
3939,0x32e9,25.0,13,28406.16,2371.18,2,4,2,0.0,22,5.0,10.23,4.0,1
3941,0x32ef,43.0,2,99565.36,8297.113333333333,8,5,20,0.0,22,8.0,18.45,6.0,1
3943,0x32f1,43.0,12,99565.36,8297.113333333333,8,5,20,0.0,22,8.0,19.45,6.0,1
3944,0x32f3,43.0,2,99565.36,8377.113333333333,8,5,20,0.0,23,8.0,19.45,6.0,1
3946,0x32f5,43.0,2,99565.36,8297.113333333333,8,5,20,0.0,22,7.0,24.45,6.0,1
3947,0x32fa,16.0,13,18507.72,1761.3100000000004,8,5,30,2.0,29,25.0,4.88,8.0,0
3949,0x32fc,16.0,13,18507.72,1761.3100000000004,8,5,30,2.0,28,25.0,7.88,8.0,0
3950,0x32fd,16.0,12,18507.72,1761.3100000000004,8,5,30,2.0,29,26.0,7.88,8.0,1
3951,0x32fe,16.0,12,18507.72,1761.3100000000004,8,5,30,2.0,29,25.0,7.88,8.0,1
3952,0x3301,16.0,12,18507.72,1761.3100000000004,8,5,30,2.0,29,25.0,7.88,12.0,0
3955,0x3308,20.0,7,58698.08,4917.506666666667,8,4,10,2.0,18,13.0,5.75,4.0,2
3956,0x330a,20.0,7,58698.08,4917.506666666667,8,4,10,2.0,20,14.0,5.75,5.0,1
